id,original,surface,pronunciation,status,image,image_page,wikidata,capital,continent,population,area_km2,established_year,description
75,南アフリカ共和国,南アフリカ共和国,ミナミアフリカキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_South_Africa.svg,https://commons.wikimedia.org/wiki/File:Flag_of_South_Africa.svg,Q258,プレトリア/ブルームフォンテーン/ケープタウン,アフリカ,62027503,1221037,1910,南アフリカ共和国、通称南アフリカは、アフリカ大陸最南部に位置する共和制国家。
76,南スーダン,南スーダン,ミナミスーダン,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_South_Sudan.svg,https://commons.wikimedia.org/wiki/File:Flag_of_South_Sudan.svg,Q958,ジュバ,アフリカ,12575714,644329,2011,南スーダン共和国、通称南スーダンは、東アフリカの国家。首都はジュバ。
76,南スーダン共和国,南スーダン共和国,ミナミスーダンキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_South_Sudan.svg,https://commons.wikimedia.org/wiki/File:Flag_of_South_Sudan.svg,Q958,ジュバ,アフリカ,12575714,644329,2011,南スーダン共和国、通称南スーダンは、東アフリカの国家。首都はジュバ。
77,スペイン,スペイン,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Spain.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Spain.svg,Q29,マドリード,ヨーロッパ,48592909,505990,1516,イベリア半島に位置し、同半島の大部分を占める議会君主制国家。首都はマドリード。総人口は約4859万2909人。
77,スペイン王国,スペイン王国,スペインオウコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Spain.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Spain.svg,Q29,マドリード,ヨーロッパ,48592909,505990,1516,イベリア半島に位置し、同半島の大部分を占める議会君主制国家。首都はマドリード。総人口は約4859万2909人。
78,スリランカ,スリランカ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Sri_Lanka.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Sri_Lanka.svg,Q854,スリジャヤワルダナプラコッテ/コロンボ,アジア,22037000,65610,1972,スリランカ民主社会主義共和国、通称スリランカは、南アジアのインド亜大陸の南東にポーク海峡を隔てて位置する共和制国家。
78,セイロン,セイロン,,former,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Ceylon_%281948%E2%80%931951%29.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Ceylon_%281948%E2%80%931951%29.svg,Q2670092,コロンボ,アジア,,,1948,セイロンは、現在のスリランカに存在した立憲君主制国家（英連邦王国）。
78,スリランカ民主社会主義共和国,スリランカ民主社会主義共和国,スリランカミンシュシャカイシュギキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Sri_Lanka.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Sri_Lanka.svg,Q854,スリジャヤワルダナプラコッテ/コロンボ,アジア,22037000,65610,1972,スリランカ民主社会主義共和国、通称スリランカは、南アジアのインド亜大陸の南東にポーク海峡を隔てて位置する共和制国家。
79,スーダン,スーダン,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Sudan.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Sudan.svg,Q1049,ハルツーム,アフリカ,48945000,1886068,1956,スーダン共和国、通称スーダンは、北東アフリカに位置する共和制国家である。首都はハルツーム。
79,スーダン共和国,スーダン共和国,スーダンキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Sudan.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Sudan.svg,Q1049,ハルツーム,アフリカ,48945000,1886068,1956,スーダン共和国、通称スーダンは、北東アフリカに位置する共和制国家である。首都はハルツーム。
80,スリナム,スリナム,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Suriname.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Suriname.svg,Q730,パラマリボ,南アメリカ,563402,163270,1975,スリナム共和国、通称スリナムは、南アメリカの北東部に位置する共和制国家。東にフランス領ギアナ、西にガイアナ、南にブラジルと国境を接し、北はカリブ海、大西洋に面する。
80,スリナム共和国,スリナム共和国,スリナムキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Suriname.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Suriname.svg,Q730,パラマリボ,南アメリカ,563402,163270,1975,スリナム共和国、通称スリナムは、南アメリカの北東部に位置する共和制国家。東にフランス領ギアナ、西にガイアナ、南にブラジルと国境を接し、北はカリブ海、大西洋に面する。
81,スワジランド,スワジランド,,former,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Eswatini.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Eswatini.svg,Q1050,ロバンバ/ムババーネ,アフリカ,1230506,17364,1968,エスワティニ王国、通称エスワティニは、アフリカ大陸南部に位置する絶対君主制国家。
81,スワジランド王国,スワジランド王国,スワジランドオウコク,former,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Eswatini.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Eswatini.svg,Q1050,ロバンバ/ムババーネ,アフリカ,1230506,17364,1968,エスワティニ王国、通称エスワティニは、アフリカ大陸南部に位置する絶対君主制国家。
81,エスワティニ,エスワティニ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Eswatini.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Eswatini.svg,Q1050,ロバンバ/ムババーネ,アフリカ,1230506,17364,1968,エスワティニ王国、通称エスワティニは、アフリカ大陸南部に位置する絶対君主制国家。
81,エスワティニ王国,エスワティニ王国,エスワティニオウコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Eswatini.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Eswatini.svg,Q1050,ロバンバ/ムババーネ,アフリカ,1230506,17364,1968,エスワティニ王国、通称エスワティニは、アフリカ大陸南部に位置する絶対君主制国家。
82,スウェーデン,スウェーデン,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Sweden.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Sweden.svg,Q34,ストックホルム,ヨーロッパ,10587696,447425.16,900,スウェーデン王国、通称スウェーデンは、北ヨーロッパのスカンディナヴィア半島に位置する立憲君主制国家。首都はストックホルム。
82,スウェーデン王国,スウェーデン王国,スウェーデンオウコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Sweden.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Sweden.svg,Q34,ストックホルム,ヨーロッパ,10587696,447425.16,900,スウェーデン王国、通称スウェーデンは、北ヨーロッパのスカンディナヴィア半島に位置する立憲君主制国家。首都はストックホルム。
83,スイス,スイス,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Switzerland.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Switzerland.svg,Q39,ベルン,ヨーロッパ,9104063,41291,1291,中央ヨーロッパ（中欧）および広義の西ヨーロッパ（西欧）に位置する連邦共和国。通称はスイス。首都はベルンで、最大都市はチューリッヒ。
83,スイス連邦,スイス連邦,スイスレンポウ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Switzerland.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Switzerland.svg,Q39,ベルン,ヨーロッパ,9104063,41291,1291,中央ヨーロッパ（中欧）および広義の西ヨーロッパ（西欧）に位置する連邦共和国。通称はスイス。首都はベルンで、最大都市はチューリッヒ。
84,シリア,シリア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Syria_%282025-%29.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Syria_%282025-%29.svg,Q858,ダマスカス,アジア,23865423,185180,1920,シリア・アラブ共和国、通称シリアは、中東（西アジア）に位置する共和制国家。北にトルコ、東にイラク、南にヨルダン、西にレバノン、南西にイスラエルと国境を接し、北西は東地中海に面する。
84,シリア・アラブ共和国,シリア・アラブ共和国,シリアアラブキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Syria_%282025-%29.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Syria_%282025-%29.svg,Q858,ダマスカス,アジア,23865423,185180,1920,シリア・アラブ共和国、通称シリアは、中東（西アジア）に位置する共和制国家。北にトルコ、東にイラク、南にヨルダン、西にレバノン、南西にイスラエルと国境を接し、北西は東地中海に面する。
85,タジキスタン,タジキスタン,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Tajikistan.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Tajikistan.svg,Q863,ドゥシャンベ,アジア,9504000,143100,1924,タジキスタン共和国、通称タジキスタンは、中央アジアに位置する共和制国家。首都はドゥシャンベである。
85,タジキスタン共和国,タジキスタン共和国,タジキスタンキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Tajikistan.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Tajikistan.svg,Q863,ドゥシャンベ,アジア,9504000,143100,1924,タジキスタン共和国、通称タジキスタンは、中央アジアに位置する共和制国家。首都はドゥシャンベである。
86,タイ,タイ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Thailand.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Thailand.svg,Q869,バンコク,アジア,66188503,513119.5,1238,東南アジアに位置する立憲君主制国家。首都及び最大の都市はバンコクである。東南アジア諸国連合（ASEAN）加盟国、通貨はバーツ、人口は約7 170万人（2023年、WHOによる推計。
86,タイ王国,タイ王国,タイオウコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Thailand.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Thailand.svg,Q869,バンコク,アジア,66188503,513119.5,1238,東南アジアに位置する立憲君主制国家。首都及び最大の都市はバンコクである。東南アジア諸国連合（ASEAN）加盟国、通貨はバーツ、人口は約7 170万人（2023年、WHOによる推計。
87,アンティグア・バブーダ,アンティグア・バブーダ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Antigua_and_Barbuda.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Antigua_and_Barbuda.svg,Q781,セイント・ジョンズ,北アメリカ,101489,440.29,1981,カリブ海東部の小アンティル諸島にある島国。アンティグア島、バーブーダ島、レドンダ島を領土とする。首都はセントジョンズ。人口は94 626人。
87,アンティグア・バーブーダ,アンティグア・バーブーダ,アンティグアバーブーダ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Antigua_and_Barbuda.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Antigua_and_Barbuda.svg,Q781,セイント・ジョンズ,北アメリカ,101489,440.29,1981,カリブ海東部の小アンティル諸島にある島国。アンティグア島、バーブーダ島、レドンダ島を領土とする。首都はセントジョンズ。人口は94 626人。
88,ボスニア・ヘルツェゴビナ,ボスニア・ヘルツェゴビナ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Bosnia_and_Herzegovina.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Bosnia_and_Herzegovina.svg,Q225,サラエヴォ,ヨーロッパ,3816459,51197,1992,東南ヨーロッパのバルカン半島北西部に位置する共和制国家。首都はサラエヴォ。ほぼ三角形の国土を持ち、国境のうち北側と南西側2辺でクロアチア、東側1辺でセルビア、モンテネグロと接する。
89,ブルネイ,ブルネイ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Brunei.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Brunei.svg,Q921,バンダルスリブガワン,アジア,458949,5765.313533,1368,ブルネイ・ダルサラーム国、通称ブルネイは、東南アジアのボルネオ島（カリマンタン島）北部に位置する立憲君主制国家、港市国家。首都はバンダルスリブガワン。
89,ブルネイ・ダルサラーム国,ブルネイ・ダルサラーム国,ブルネイダルサラームコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Brunei.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Brunei.svg,Q921,バンダルスリブガワン,アジア,458949,5765.313533,1368,ブルネイ・ダルサラーム国、通称ブルネイは、東南アジアのボルネオ島（カリマンタン島）北部に位置する立憲君主制国家、港市国家。首都はバンダルスリブガワン。
90,ブルキナファソ,ブルキナファソ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Burkina_Faso.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Burkina_Faso.svg,Q965,ワガドゥグー,アフリカ,23025776,274200,1960,西アフリカにある共和制国家。北はマリ、東はニジェール、南東はベナン、トーゴ、南はガーナ、南西はコートジボワールと国境を接する。首都はワガドゥグーである。
91,ラオス,ラオス,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Laos.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Laos.svg,Q819,ヴィエンチャン,アジア,6858160,236800,1949,ラオス人民民主共和国、通称ラオスは、東南アジアのインドシナ半島に位置する社会主義共和制国家。ASEAN加盟国、フランコフォニー国際機関参加国である。
91,ラオス人民民主共和国,ラオス人民民主共和国,ラオスジンミンミンシュキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Laos.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Laos.svg,Q819,ヴィエンチャン,アジア,6858160,236800,1949,ラオス人民民主共和国、通称ラオスは、東南アジアのインドシナ半島に位置する社会主義共和制国家。ASEAN加盟国、フランコフォニー国際機関参加国である。
92,韓国,韓国,カンコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_South_Korea.svg,https://commons.wikimedia.org/wiki/File:Flag_of_South_Korea.svg,Q884,ソウル特別市,アジア,51628117,100295,1948,東アジアに位置する共和制国家。首都および最大都市はソウル特別市。通称は韓国（かんこく、韓: 한국、英: South Korea）。
92,大韓民国,大韓民国,ダイカンミンコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_South_Korea.svg,https://commons.wikimedia.org/wiki/File:Flag_of_South_Korea.svg,Q884,ソウル特別市,アジア,51628117,100295,1948,東アジアに位置する共和制国家。首都および最大都市はソウル特別市。通称は韓国（かんこく、韓: 한국、英: South Korea）。
93,モルドバ,モルドバ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Moldova.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Moldova.svg,Q217,キシナウ,ヨーロッパ,3599528,33843.5,1991,東ヨーロッパの共和制国家。首都はキシナウ。西はルーマニア、北・東・南はウクライナと国境を接し、面積は3万3851平方キロメートルを持つ内陸国である。
93,モルドバ共和国,モルドバ共和国,モルドバキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Moldova.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Moldova.svg,Q217,キシナウ,ヨーロッパ,3599528,33843.5,1991,東ヨーロッパの共和制国家。首都はキシナウ。西はルーマニア、北・東・南はウクライナと国境を接し、面積は3万3851平方キロメートルを持つ内陸国である。
94,ロシア,ロシア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Russia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Russia.svg,Q159,モスクワ,ヨーロッパ/アジア/ユーラシア,146119928,17075400,880,ユーラシア大陸北部に位置する連邦共和制国家である。首都はモスクワ。国土はロシア・ソビエト連邦社会主義共和国の領土を引き継いでおり、ヨーロッパからシベリア・極東におよぶ。
94,ロシア連邦,ロシア連邦,ロシアレンポウ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Russia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Russia.svg,Q159,モスクワ,ヨーロッパ/アジア/ユーラシア,146119928,17075400,880,ユーラシア大陸北部に位置する連邦共和制国家である。首都はモスクワ。国土はロシア・ソビエト連邦社会主義共和国の領土を引き継いでおり、ヨーロッパからシベリア・極東におよぶ。
95,セントクリストファー・ネイビス,セントクリストファー・ネイビス,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Saint_Kitts_and_Nevis.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Saint_Kitts_and_Nevis.svg,Q763,バセテール,北アメリカ,46922,269.358763,1967,セントクリストファー・ネイビス連邦、またはセントキッツ・ネイビス連邦は、西インド諸島の小アンティル諸島内のリーワード諸島にあるセントクリストファー島（セントキッツ島）とネイビス島の2つの島からなる。
95,セントキッツ・ネイビス,セントキッツ・ネイビス,セントキッツネイビス,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Saint_Kitts_and_Nevis.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Saint_Kitts_and_Nevis.svg,Q763,バセテール,北アメリカ,46922,269.358763,1967,セントクリストファー・ネイビス連邦、またはセントキッツ・ネイビス連邦は、西インド諸島の小アンティル諸島内のリーワード諸島にあるセントクリストファー島（セントキッツ島）とネイビス島の2つの島からなる。
95,セントクリストファー・ネイビス連邦,セントクリストファー・ネイビス連邦,セントクリストファーネイビスレンポウ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Saint_Kitts_and_Nevis.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Saint_Kitts_and_Nevis.svg,Q763,バセテール,北アメリカ,46922,269.358763,1967,セントクリストファー・ネイビス連邦、またはセントキッツ・ネイビス連邦は、西インド諸島の小アンティル諸島内のリーワード諸島にあるセントクリストファー島（セントキッツ島）とネイビス島の2つの島からなる。
96,セントルシア,セントルシア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Saint_Lucia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Saint_Lucia.svg,Q760,カストリーズ,北アメリカ,167591,617.012867,1967,カリブ海にある立憲君主制国家。
97,セントビンセント及びグレナディーン諸島,セントビンセント及びグレナディーン諸島,セントビンセントオヨビグレナディーンショトウ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Saint_Vincent_and_the_Grenadines.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Saint_Vincent_and_the_Grenadines.svg,Q757,キングスタウン,北アメリカ,100804,389,1979,セントビンセント及びグレナディーン諸島、通称セントビンセント・グレナディーンは、カリブ海の小アンティル諸島にある立憲君主制国家。
97,セントビンセント・グレナディーン,セントビンセント・グレナディーン,セントビンセントグレナディーン,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Saint_Vincent_and_the_Grenadines.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Saint_Vincent_and_the_Grenadines.svg,Q757,キングスタウン,北アメリカ,100804,389,1979,セントビンセント及びグレナディーン諸島、通称セントビンセント・グレナディーンは、カリブ海の小アンティル諸島にある立憲君主制国家。
98,サンマリノ,サンマリノ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_San_Marino.svg,https://commons.wikimedia.org/wiki/File:Flag_of_San_Marino.svg,Q238,サンマリノ市,ヨーロッパ,33600,61.2,301,サンマリノ共和国、通称サンマリノは、イタリア半島の中東部に位置する共和制国家。首都はサンマリノ市。
98,サンマリノ共和国,サンマリノ共和国,サンマリノキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_San_Marino.svg,https://commons.wikimedia.org/wiki/File:Flag_of_San_Marino.svg,Q238,サンマリノ市,ヨーロッパ,33600,61.2,301,サンマリノ共和国、通称サンマリノは、イタリア半島の中東部に位置する共和制国家。首都はサンマリノ市。
99,サントメ・プリンシペ,サントメ・プリンシペ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe.svg,https://commons.wikimedia.org/wiki/File:Flag_of_S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe.svg,Q1039,サントメ,アフリカ,204327,1001,1975,サントメ・プリンシペ民主共和国は、大西洋の一部であるギニア湾に浮かぶ火山島であるサントメ島、プリンシペ島、そしてその周辺の島々からなる共和制の島国である。
99,サントメ・プリンシペ民主共和国,サントメ・プリンシペ民主共和国,サントメプリンシペミンシュキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe.svg,https://commons.wikimedia.org/wiki/File:Flag_of_S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe.svg,Q1039,サントメ,アフリカ,204327,1001,1975,サントメ・プリンシペ民主共和国は、大西洋の一部であるギニア湾に浮かぶ火山島であるサントメ島、プリンシペ島、そしてその周辺の島々からなる共和制の島国である。
100,サウジアラビア,サウジアラビア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Saudi_Arabia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Saudi_Arabia.svg,Q851,リヤド,アジア,33000000,2250000,622,サウジアラビア王国、通称サウジアラビアは、中東アラビア半島の大半を領土とする絶対君主制国家。サウード家が王族であり、首都はリヤドである。
100,サウジアラビア王国,サウジアラビア王国,サウジアラビアオウコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Saudi_Arabia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Saudi_Arabia.svg,Q851,リヤド,アジア,33000000,2250000,622,サウジアラビア王国、通称サウジアラビアは、中東アラビア半島の大半を領土とする絶対君主制国家。サウード家が王族であり、首都はリヤドである。
101,シエラレオネ,シエラレオネ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Sierra_Leone.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Sierra_Leone.svg,Q1044,フリータウン,アフリカ,7557212,71740,1971,シエラレオネ共和国、通称シエラレオネは、西アフリカの西部、大西洋岸に位置する共和制国家でイギリス連邦加盟国である。北にギニア、南東にリベリアと国境を接し、南西は大西洋に面する。
101,シエラレオネ共和国,シエラレオネ共和国,シエラレオネキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Sierra_Leone.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Sierra_Leone.svg,Q1044,フリータウン,アフリカ,7557212,71740,1971,シエラレオネ共和国、通称シエラレオネは、西アフリカの西部、大西洋岸に位置する共和制国家でイギリス連邦加盟国である。北にギニア、南東にリベリアと国境を接し、南西は大西洋に面する。
102,ソロモン,ソロモン,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Solomon_Islands.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Solomon_Islands.svg,Q685,ホニアラ,オセアニア/オセアニア島嶼部,611343,28400,1978,南太平洋のメラネシアに位置する立憲君主制国家。イギリス連邦の一員にして英連邦王国の一国である。首都はガダルカナル島にあるホニアラ。
102,ソロモン諸島,ソロモン諸島,ソロモンショトウ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Solomon_Islands.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Solomon_Islands.svg,Q685,ホニアラ,オセアニア/オセアニア島嶼部,611343,28400,1978,南太平洋のメラネシアに位置する立憲君主制国家。イギリス連邦の一員にして英連邦王国の一国である。首都はガダルカナル島にあるホニアラ。
103,カナダ,カナダ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Canada_%28Pantone%29.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Canada_%28Pantone%29.svg,Q16,オタワ,北アメリカ,40000000,9984670,1867,北アメリカ大陸北部に位置する連邦立憲君主制国家。イギリス連邦加盟国で、英連邦王国の一つである。10の州と3の準州からなり、首都はオタワ。
104,カーボベルデ,カーボベルデ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Cape_Verde.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Cape_Verde.svg,Q1011,プライア,アフリカ,555988,4033,1975,カーボベルデ共和国、通称カーボベルデは、大西洋の中央、北西アフリカの西沖合のマカロネシアに位置するバルラヴェント諸島とソタヴェント諸島からなる共和制の国家。首都はプライアである。
104,カーボベルデ共和国,カーボベルデ共和国,カーボベルデキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Cape_Verde.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Cape_Verde.svg,Q1011,プライア,アフリカ,555988,4033,1975,カーボベルデ共和国、通称カーボベルデは、大西洋の中央、北西アフリカの西沖合のマカロネシアに位置するバルラヴェント諸島とソタヴェント諸島からなる共和制の国家。首都はプライアである。
105,中央アフリカ共和国,中央アフリカ共和国,チュウオウアフリカキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Central_African_Republic.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Central_African_Republic.svg,Q929,バンギ,アフリカ,5152421,622984,1960,中央アフリカ共和国、通称中央アフリカは、アフリカ中央部にある国家である。
105,中央アフリカ,中央アフリカ,チュウオウアフリカ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Central_African_Republic.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Central_African_Republic.svg,Q929,バンギ,アフリカ,5152421,622984,1960,中央アフリカ共和国、通称中央アフリカは、アフリカ中央部にある国家である。
106,チャド,チャド,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Chad.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Chad.svg,Q657,ンジャメナ,アフリカ,19319064,1284000,1960,チャド共和国、通称チャドは、アフリカ大陸中央部（西アフリカ東部）に位置する内陸国。首都はンジャメナである。
106,チャド共和国,チャド共和国,チャドキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Chad.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Chad.svg,Q657,ンジャメナ,アフリカ,19319064,1284000,1960,チャド共和国、通称チャドは、アフリカ大陸中央部（西アフリカ東部）に位置する内陸国。首都はンジャメナである。
107,チリ,チリ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Chile.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Chile.svg,Q298,サンティアゴ,南アメリカ,19458000,756102,1810,チリ共和国、通称チリは、南アメリカ大陸南西部に位置する共和制国家。国土はアンデス山脈西側で南北に細長く、東にアルゼンチン、北東にボリビア、北にペルーと隣接する。
107,チリ共和国,チリ共和国,チリキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Chile.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Chile.svg,Q298,サンティアゴ,南アメリカ,19458000,756102,1810,チリ共和国、通称チリは、南アメリカ大陸南西部に位置する共和制国家。国土はアンデス山脈西側で南北に細長く、東にアルゼンチン、北東にボリビア、北にペルーと隣接する。
108,コロンビア,コロンビア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Colombia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Colombia.svg,Q739,ボゴタ,南アメリカ,52321152,1141748,1810,コロンビア共和国、通称コロンビアは、南アメリカ北西部に位置する共和制国家である。首都はボゴタ。
108,コロンビア共和国,コロンビア共和国,コロンビアキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Colombia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Colombia.svg,Q739,ボゴタ,南アメリカ,52321152,1141748,1810,コロンビア共和国、通称コロンビアは、南アメリカ北西部に位置する共和制国家である。首都はボゴタ。
109,コモロ,コモロ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Comoros.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Comoros.svg,Q970,モロニ,アフリカ,902348,2034,1975,コモロ連合、通称コモロは、インド洋のコモロ諸島のグランドコモロ島（ンジャジジャ島）、アンジュアン島（ヌズワニ島）、モヘリ島（ムワリ島）で構成される連邦共和制国家。
